player,rank,age,elo,recent_form,bp_pressure,grass_elo,grass_form,clay_elo,clay_form,hard_elo,hard_form
Corentin Moutet,36.0,27.165,1588.4205967650958,0.3,6.3,1614.8154184224843,0.7,1577.772321762462,0.4,1665.4611922128322,0.4
Courtney John Lock,2000.0,27.294,1484.322334933475,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0893009053952,0.5
Cristian Garin,114.0,29.988,1556.0943634261087,0.4,7.8,1580.1022518876512,0.5,1560.0101898076625,0.4,1562.4402356560843,0.4
Cristian Rodriguez,388.0,27.611,1516.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Dalibor Svrcina,116.0,23.595,1615.0893954320425,0.6,6.9,1500.0,0.5,1465.0398099950075,0.5,1604.5231541195392,0.6
Damir Dzumhur,87.0,34.01,1533.7073207152737,0.5,7.0,1489.0038477458252,0.5,1514.8920542509732,0.5,1442.07578462505,0.3
Dan Added,194.0,26.56,1482.977925764967,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.8054255057325,0.5
Dan Martin,2000.0,26.218,1493.084599484351,0.5,5.0,1500.0,0.5,1500.0,0.5,1490.2754479604582,0.5
Dane Sweeny,182.0,24.942,1522.3705678885092,0.42857142857142855,7.857142857142857,1500.0,0.5,1500.0,0.5,1517.3343614158457,0.42857142857142855
Daniel Altmaier,81.0,27.77,1699.8948210390502,0.6,6.9,1552.5420134176475,0.5,1579.904777170467,0.4,1545.801907242421,0.4
Daniel Antonio Nunez,790.0,24.279,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Daniel Brands,180.0,31.554,1435.8031000260844,0.16666666666666666,8.333333333333334,1472.6506766712241,0.5,1461.6317372242397,0.5,1518.271340705822,0.5
Daniel Cukierman,1178.0,30.179,1463.2086383233775,0.3333333333333333,8.333333333333334,1500.0,0.5,1500.0,0.5,1446.440419705526,0.5
Daniel Dutra da Silva,215.0,34.053,1485.3036089962536,0.5,5.0,1500.0,0.5,1484.9355250227065,0.5,1500.0,0.5
Daniel Elahi Galan,131.0,29.18,1478.6475298625724,0.3,9.1,1539.855725217009,0.5555555555555556,1428.417521626388,0.3,1457.571675758771,0.3
Daniel Evans,144.0,35.162,1632.2496677235235,0.5,7.3,1539.4133006630316,0.4,1397.9605787503763,0.1,1522.5285404126828,0.4
Daniel Gimeno-Traver,230.0,32.728,1450.7238565663845,0.5,5.0,1500.0,0.5,1453.3158063708524,0.5,1500.0,0.5
Daniel Masur,254.0,30.146,1429.7836394361016,0.16666666666666666,8.333333333333334,1500.0,0.5,1442.1674851385667,0.5,1466.27060496804,0.5
Daniel Merida,86.0,21.659,1599.8786706215585,0.6,9.9,1500.0,0.5,1586.2696081971606,0.6666666666666666,1500.0,0.5
Daniel Michalski,260.0,22.976,1496.6099499732175,0.5,5.0,1500.0,0.5,1500.0,0.5,1493.9164432698708,0.5
Daniel Rincon,216.0,21.27,1466.2284381663105,0.5,5.0,1500.0,0.5,1454.6200586686523,0.5,1500.0,0.5
Daniels Tens,2000.0,19.025,1469.2996190278577,0.5,5.0,1500.0,0.5,1500.0,0.5,1469.2996190278577,0.5
Daniil Glinka,818.0,21.35,1489.3004517394838,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.9298653993033,0.5
Daniil Medvedev,7.0,30.352,1892.6856242986971,0.7,7.3,1744.7314195358763,0.8,1802.2665080830643,0.5,2038.969062200603,0.9
Daniil Ostapenkov,2000.0,18.366,1477.6590420264029,0.5,5.0,1500.0,0.5,1525.6189235400411,0.5,1484.4048225531267,0.5
Danilo Petrovic,157.0,29.235,1501.6331303895581,0.5,11.0,1500.0,0.5,1535.748049344755,0.6666666666666666,1500.0,0.5
Darian King,1230.0,32.386,1495.3256517283396,0.3,8.4,1500.0,0.5,1500.0,0.5,1516.4210380959444,0.3
Darko Bojanovic,958.0,21.596,1482.9129693629804,0.5,5.0,1500.0,0.5,1500.0,0.5,1483.0588635075737,0.5
Darwin Blanch,272.0,18.478,1503.8907744056783,0.3333333333333333,7.333333333333333,1500.0,0.5,1500.0,0.5,1500.3630518961704,0.4
David Agung Susanto,1402.0,26.541,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
David Ferrer,144.0,37.092,1601.4274571673109,0.6,5.8,1494.449886131279,0.42857142857142855,1548.7845054373006,0.4,1562.9481800377057,0.3
David Goffin,104.0,34.869,1527.088601973945,0.3,6.3,1544.7533237508985,0.5,1557.266451670525,0.4,1522.2649792389295,0.3
David Jorda Sanchis,329.0,29.799,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
David Souto,870.0,26.031,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
David Szintai,2000.0,21.648,1489.7049441052543,0.5,5.0,1500.0,0.5,1500.0,0.5,1490.012648014295,0.5
Davis Rolis,2000.0,19.017,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Delmas N'Tcha,2000.0,21.714,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Denis Istomin,267.0,35.439,1360.1095104372898,0.1,9.9,1472.8486090831998,0.5,1500.4321174260194,0.5,1354.769616817273,0.2
Denis Kudla,160.0,31.622,1445.6126538364983,0.3,6.7,1578.8589307872696,0.5,1401.0381530352877,0.3,1465.7942465476124,0.4
Denis Shapovalov,41.0,27.173,1585.4973297316706,0.3,7.3,1509.8629170565182,0.5,1526.6216801748685,0.3,1747.5633316254257,0.6
Denis Yevseyev,207.0,31.326,1501.3910031537644,0.3333333333333333,7.0,1500.0,0.5,1519.6323549061494,0.5,1468.772331884283,0.5
Dennis Novak,166.0,29.922,1368.9675722377885,0.2,6.2,1475.7109615339532,0.42857142857142855,1423.1429522466728,0.2,1398.3367074935231,0.2
Dennis Novikov,219.0,23.732,1494.3380788740205,0.5,2.75,1468.0676591404801,0.5,1500.0,0.5,1485.3735437145356,0.5
Dhakshineswar Suresh,465.0,25.881,1542.368626561068,0.5,5.0,1500.0,0.5,1500.0,0.5,1506.503278648813,0.5
Di Wu,339.0,28.025,1390.731260787503,0.1111111111111111,7.666666666666667,1500.0,0.5,1484.736306793522,0.5,1408.2735871570496,0.14285714285714285
Diego Dedura,262.0,18.242,1478.6498390175043,0.5,5.0,1500.0,0.5,1480.1762642769763,0.5,1500.0,0.5
Diego Dedura-Palomero,372.0,17.185,1539.0423442463002,0.5,5.0,1500.0,0.5,1506.96389210735,0.5,1500.0,0.5
Diego Duran,2000.0,19.146,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Diego Fernandez Flores,832.0,21.405,1514.597626351594,0.5,5.0,1500.0,0.5,1514.597626351594,0.5,1500.0,0.5
Diego Schwartzman,386.0,32.487,1403.4401245332872,0.0,8.9,1531.445963163232,0.4,1423.997217138801,0.2,1511.160187489878,0.4
Dimitar Kuzmanov,225.0,30.519,1458.28565455758,0.5,7.1,1500.0,0.5,1514.3447106680453,0.5,1437.2039789288738,0.5
Dimitri Badra,2000.0,20.156,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Dino Prizmic,72.0,20.808,1706.1806885010544,0.7,4.1,1500.0,0.5,1652.1740281039383,0.7,1530.7616409147122,0.5
Dmitry Popko,220.0,28.884,1424.5949838568363,0.2,9.9,1500.0,0.5,1522.2325155903877,0.6666666666666666,1427.1177676693858,0.2857142857142857
Dmitry Tursunov,645.0,34.71,1457.4030838923024,0.2,9.6,1484.0,0.5,1500.0,0.5,1484.403101850271,0.3333333333333333
Dominic Stricker,229.0,22.91,1550.1577673165748,0.3,4.5,1515.3130994194387,0.5714285714285714,1474.398020354659,0.3,1565.2781881286014,0.4
Dominic Thiem,318.0,31.132,1475.106041408373,0.2,6.6,1421.2047950756053,0.4,1530.763647195505,0.5,1605.2406251456616,0.3
Dominik Koepfer,118.0,30.749,1644.6749714331163,0.4,6.0,1395.223004190905,0.3,1540.0223934124679,0.4,1634.323022237828,0.4
Donald Young,327.0,31.452,1384.4591296732206,0.2,7.6,1523.1332768031573,0.625,1402.5313164723282,0.0,1411.3177893382083,0.2
Dragos Dima,419.0,25.807,1516.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Dragos Nicolae Madaras,576.0,28.424,1406.137888075888,0.0,8.5,1500.0,0.5,1485.7332141273716,0.5,1411.5345307845146,0.0
Duckhee Lee,212.0,21.224,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Dudi Sela,146.0,34.45,1531.7916717681062,0.4,8.3,1508.2846156005419,0.5,1435.7132285646226,0.5,1570.9718524403074,0.5
Duilio Beretta,1428.0,25.941,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Duje Ajdukovic,115.0,23.743,1495.7548570595402,0.4,5.3,1500.0,0.5,1544.4882547622867,0.4,1457.7122818051591,0.3333333333333333
Dusan Lajovic,138.0,35.817,1456.3876229279863,0.2,6.2,1377.051287727133,0.2,1440.702333480845,0.2,1561.1979663152922,0.3
Dustin Brown,303.0,36.496,1418.4736592075806,0.3,7.9,1518.5317825234595,0.5,1373.2918731345862,0.3,1378.0245331672702,0.2
Dzmitry Zhyrmont,389.0,28.925,1427.0715345606707,0.5,5.0,1500.0,0.5,1495.7752382269914,0.5,1481.6555040836067,0.5
Edan Leshem,446.0,25.522,1482.8813830963418,0.42857142857142855,4.857142857142857,1500.0,0.5,1472.5995214182797,0.5,1497.3432040439773,0.4
Edas Butvilas,253.0,21.823,1541.8902910563475,0.6666666666666666,3.3333333333333335,1500.0,0.5,1525.1938333434946,0.5,1500.0,0.5
Edgars Manusis,2000.0,34.571,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Edris Fetisleam,1167.0,18.702,1516.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Eduardo Nava,1761.0,24.452,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Eduardo Struvay,470.0,26.305,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Eero Vasa,476.0,29.035,1448.6319653218845,0.2,5.4,1500.0,0.5,1500.0,0.5,1407.7465989280947,0.0
Egor Gerasimov,304.0,31.89,1559.7509774331108,0.3,7.0,1512.1068041781348,0.5,1432.0612502366457,0.3,1499.4761453399874,0.3
Elias Ymer,184.0,30.16,1462.205441962315,0.3,7.6,1451.773980845487,0.5,1363.3069082713835,0.2,1515.0733660571223,0.4
Eliot Spizzirri,91.0,24.419,1687.5596824318977,0.6,5.8,1467.3478986266475,0.5,1500.0,0.5,1718.8023874756545,0.6
Elliot Benchetrit,608.0,26.494,1389.3325150909313,0.2,7.4,1500.0,0.5,1378.6679925075398,0.125,1455.813742094284,0.5
Elmer Moller,169.0,22.798,1568.360424668686,0.6,8.0,1487.4914438156409,0.5,1567.3136724913218,0.5,1487.6409758696084,0.5
Emil Reinberg,1032.0,21.257,1477.3106277388652,0.5,5.0,1500.0,0.5,1500.0,0.5,1482.8495507605294,0.5
Emil Ruusuvuori,608.0,26.533,1625.8690001394136,0.5,5.8,1468.6674383109962,0.4,1461.1759507238942,0.3,1652.3584098983786,0.5
Emilio Camacho,2000.0,16.772,1483.5500393085176,0.5,5.0,1500.0,0.5,1485.8859639990205,0.5,1500.0,0.5
Emilio Gomez,307.0,32.181,1410.4903761093224,0.4,7.8,1500.0,0.5,1416.2024050277853,0.16666666666666666,1460.6350096527383,0.3
Emilio Nava,94.0,24.476,1614.1457586672502,0.4,9.1,1500.0,0.5,1580.1968565359898,0.4,1511.612541782898,0.4
Enzo Couacaud,205.0,29.394,1458.5083563818357,0.2,9.1,1480.1798729954396,0.5,1479.8425912166413,0.3333333333333333,1503.5122556187962,0.25
Ergi Kirkin,479.0,26.626,1474.2019837094047,0.3333333333333333,7.333333333333333,1500.0,0.5,1500.0,0.5,1501.0355633032455,0.5
Erik Arutiunian,2000.0,16.914,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Ernesto Escobedo,493.0,27.647,1365.6128149117628,0.2,8.1,1484.5825872265234,0.5,1393.6783125019138,0.3,1394.6074525603917,0.2
Ernests Gulbis,196.0,33.051,1418.5697750850404,0.3,7.6,1525.2438391771614,0.5555555555555556,1428.8992940592038,0.3,1489.5035848177026,0.3
Ethan Quinn,66.0,22.267,1562.9915420081506,0.3,5.6,1557.7269889082952,0.5555555555555556,1501.8429430290025,0.4,1577.9836961752449,0.5
Evan Furness,208.0,24.101,1492.6841708875545,0.5,5.0,1500.0,0.5,1500.0,0.5,1491.89791745892,0.5
Evan King,200.0,25.944,1498.1058176177487,0.3333333333333333,6.333333333333333,1500.0,0.5,1500.0,0.5,1485.7098931588268,0.3333333333333333
Evgenii Tiurnev,304.0,24.548,1486.5380878946046,0.5,5.0,1500.0,0.5,1500.0,0.5,1478.7673626876212,0.5
Evgeny Donskoy,149.0,31.444,1421.7988090842778,0.2,5.9,1398.590797171509,0.16666666666666666,1412.949232854433,0.14285714285714285,1398.233232994916,0.2
Evgeny Karlovskiy,218.0,24.189,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Fabian Marozsan,61.0,26.694,1592.9919499167481,0.4,5.8,1450.3391450220367,0.4,1578.3730860580336,0.5,1668.4406239813545,0.5
Fabio Fognini,138.0,38.103,1430.925150820543,0.0,6.1,1480.1066397321024,0.4,1533.6791974152222,0.4,1443.4738747343117,0.4
Facundo Arguello,181.0,26.943,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Facundo Bagnis,689.0,35.411,1514.304838766918,0.5,8.2,1431.0117316408425,0.5,1528.2602656266529,0.5,1440.1428625890942,0.3
Facundo Diaz Acosta,151.0,25.448,1530.6132730589131,0.4,6.4,1488.3776388922886,0.5,1561.2418080064049,0.4,1506.8426039113185,0.4
Facundo Mena,151.0,29.99,1475.0322068754333,0.5,5.0,1500.0,0.5,1500.0,0.5,1479.4303679122756,0.5
Fajing Sun,236.0,28.956,1458.482249147347,0.5,5.0,1500.0,0.5,1500.0,0.5,1450.8867906764683,0.5
Faris Zakaria,2000.0,24.761,1484.0,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Federico Agustin Gomez,182.0,29.344,1492.876241157039,0.2857142857142857,8.285714285714286,1500.0,0.5,1479.1950608819957,0.3333333333333333,1498.0985612739921,0.3333333333333333
Federico Cina,238.0,19.159,1480.557732685171,0.3,8.0,1500.0,0.5,1470.2371349481054,0.2857142857142857,1521.488203288066,0.5
Federico Coria,322.0,33.927,1444.566989951179,0.3,8.4,1405.4565238097553,0.0,1472.6974731357561,0.2,1325.1856047826263,0.0
Federico Delbonis,131.0,32.339,1455.0164072822877,0.2,7.5,1358.5061425892286,0.0,1497.3082556165155,0.3,1290.657201093961,0.2
Federico Gaio,174.0,29.908,1362.6836050867523,0.1,9.0,1500.0,0.5,1420.5295730937605,0.2857142857142857,1380.0389900552618,0.0
Federico Zeballos,543.0,31.767,1450.5954014139252,0.5,5.0,1500.0,0.5,1454.8718751773815,0.5,1500.0,0.5
Feliciano Lopez,634.0,41.763,1351.117414991357,0.1,7.6,1458.8263677857963,0.3,1359.0902789765769,0.2,1403.470991014461,0.2
Felipe Meligeni Alves,193.0,27.014,1453.9082304610788,0.3,9.1,1483.4262376798404,0.5,1483.0194990789405,0.2857142857142857,1515.1217747453745,0.42857142857142855
Felix Auger-Aliassime,29.0,25.862,1876.3983543448685,0.7,5.5,1641.0505829443368,0.7,1735.9493617125222,0.6,1933.4402203285179,0.7
Fernando Verdasco,244.0,39.42,1341.4089128344206,0.1,8.2,1479.1205950347587,0.5,1456.2606740465094,0.4,1402.4099031092992,0.1
Filip Cristian Jianu,246.0,24.531,1454.2544645202352,0.3333333333333333,8.0,1500.0,0.5,1491.238043063297,0.5,1481.5468418651333,0.5
Filip Horansky,203.0,29.153,1395.2899190156324,0.1111111111111111,7.222222222222222,1500.0,0.5,1435.3317367997495,0.16666666666666666,1495.690166580783,0.5
Filip Jeff Planinsek,578.0,24.63,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Filip Krajinovic,93.0,31.25,1496.5888096740393,0.1,8.2,1557.2974187742034,0.5,1505.5848729509,0.3,1536.161607527505,0.4
Filip Misolic,84.0,24.449,1537.3438319044735,0.4,7.7,1488.7258134793087,0.5,1635.6474533820458,0.6,1447.4456452960972,0.2
Filip Pieczonka,1066.0,21.851,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Filippo Baldi,149.0,23.529,1433.6671838256152,0.5,5.0,1500.0,0.5,1436.3504737860064,0.5,1500.0,0.5
Finn Reynolds,2000.0,21.703,1489.1637651826518,0.5,5.0,1483.5824247642186,0.5,1500.0,0.5,1500.0,0.5
Finn Tearney,1018.0,29.44,1466.1540253097148,0.5,5.0,1500.0,0.5,1500.0,0.5,1466.1540253097148,0.5
Flavio Cobolli,10.0,24.11,1908.4158546708827,0.6,7.6,1637.8727970662949,0.7,1854.7664301936077,0.7,1757.5943236631797,0.8
Florian Mayer,193.0,34.894,1354.8596216534847,0.2,8.6,1489.0473025046192,0.5,1420.6113818159763,0.4,1295.421409464169,0.1
Frances Tiafoe,26.0,28.416,1916.406514291505,0.8,6.2,1723.9476943038428,0.7,1717.3896250358234,0.7,1844.7575975215634,0.8
Francesco Maestrelli,112.0,23.376,1466.4290210265985,0.2,7.8,1500.0,0.5,1476.8099641886538,0.5,1507.4536333808041,0.3333333333333333
Francesco Passaro,144.0,25.133,1475.067367986451,0.3,8.4,1500.0,0.5,1486.97913284008,0.4,1436.1464025307876,0.2
Francisco Cabral,2000.0,27.554,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Francisco Cerundolo,27.0,27.855,1853.2998433910366,0.7,7.9,1596.398377220991,0.4,1773.7871668133835,0.6,1851.9075030558324,0.7
Francisco Comesana,102.0,25.645,1571.9091375253038,0.3,6.6,1520.1314089539585,0.5,1567.9051297279268,0.4,1538.17338110353,0.4
Francisco Llanes,1262.0,19.425,1521.9541827518947,0.5,5.0,1500.0,0.5,1513.6119585777196,0.5,1500.0,0.5
Franco Agamenone,136.0,29.276,1500.1876273910725,0.5,5.0,1500.0,0.5,1466.2031372308006,0.5,1500.0,0.5
Franco Roncadelli,366.0,24.602,1513.5548168505727,0.25,9.0,1500.0,0.5,1528.18067382671,0.5,1473.2237258025057,0.5
Frank Dancevic,422.0,32.805,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Franko Skugor,351.0,31.395,1437.892222731625,0.3,7.8,1450.538821180337,0.5,1449.0743877427747,0.3333333333333333,1524.6355213607856,0.42857142857142855
Frederico Ferreira Silva,185.0,25.897,1461.8808337055941,0.4,5.2,1500.0,0.5,1473.3463229850063,0.5,1488.7257102809483,0.5
Frederik Nielsen,549.0,34.612,1608.3268009403175,0.8333333333333334,9.5,1500.0,0.5,1500.0,0.5,1609.0031415633327,0.8333333333333334
Gabi Adrian Boitan,364.0,25.177,1508.7345781163172,0.5,5.0,1500.0,0.5,1500.0,0.5,1517.3914854290472,0.5
Gabor Borsos,552.0,27.592,1497.4246945996738,0.5,5.0,1500.0,0.5,1500.0,0.5,1496.6364415923613,0.5
Gabriel Diallo,84.0,24.726,1511.9560372284686,0.2,7.9,1597.8088169940345,0.6,1524.0320784485555,0.3,1629.4540810882602,0.4
Gabriel Ghetu,714.0,18.272,1482.6852495858473,0.5,5.0,1500.0,0.5,1482.7941047489958,0.5,1500.0,0.5
Gael Monfils,218.0,39.732,1538.3986156570331,0.3,8.4,1505.0389340651752,0.5,1522.6978670460849,0.4,1618.7450670309195,0.2
Gastao Elias,215.0,30.817,1344.2731133382003,0.2,6.9,1500.0,0.5,1494.144487027297,0.4,1324.752192762222,0.1111111111111111
Gauthier Onclin,186.0,25.284,1526.4078517600544,0.5,5.0,1525.0691800696204,0.5,1500.0,0.5,1492.513398975099,0.5
Genaro Alberto Olivieri,231.0,24.816,1519.1032923337523,0.5,5.0,1500.0,0.5,1518.3806077304334,0.5,1500.0,0.5
Geoffrey Blancaneaux,152.0,24.537,1399.0293662390864,0.0,9.0,1500.0,0.5,1488.8376901860431,0.5,1402.856956335691,0.0
George Loffhagen,293.0,24.197,1440.711851199954,0.0,8.666666666666666,1404.6311440442057,0.0,1500.0,0.5,1500.0,0.5
George Tsivadze,1082.0,25.087,1427.0991009303286,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Gerald Melzer,188.0,32.033,1391.571339892574,0.4,6.1,1500.0,0.5,1457.759305987342,0.5,1395.8410955138395,0.16666666666666666
Gerardo Lopez Villasenor,654.0,26.188,1490.2863924044407,0.42857142857142855,6.571428571428571,1500.0,0.5,1491.622533214561,0.5,1438.2071703557833,0.25
Gian Marco Moroni,181.0,24.175,1465.598241531357,0.3333333333333333,3.6666666666666665,1500.0,0.5,1492.1392701333132,0.5,1500.0,0.5
Gianluca Cadenasso,196.0,21.602,1493.3489870223777,0.5,5.0,1500.0,0.5,1492.2119718832228,0.5,1500.0,0.5
Gianluca Mager,67.0,27.168,1509.5183792612727,0.3,5.4,1500.0,0.5,1544.9468935518153,0.5,1492.2370903161066,0.3
Gianluigi Quinzi,304.0,21.188,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Gijs Brouwer,190.0,28.277,1592.5982857852534,0.4,7.3,1532.096505668774,0.42857142857142855,1558.3729808331914,0.625,1565.847861734087,0.5555555555555556
Giles Hussey,359.0,27.08,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Gilles Arnaud Bailly,247.0,20.066,1448.4179781513037,0.5,5.0,1500.0,0.5,1500.0,0.5,1434.7870639128414,0.5
Gilles Muller,127.0,35.302,1413.5613324572848,0.3,6.5,1553.6200344441986,0.6,1468.6059827355327,0.4,1407.5210892538703,0.4
Gilles Simon,188.0,37.843,1614.034755961989,0.4,8.0,1442.0681564189156,0.4,1396.1042365807705,0.1,1573.162597232019,0.4
Gillian Osmont,2000.0,20.726,1484.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.0,0.5
Giovanni Lapentti,641.0,34.034,1468.6277027912251,0.5,5.0,1500.0,0.5,1484.0,0.5,1500.0,0.5
Giovanni Mpetshi Perricard,87.0,22.94,1576.62820463708,0.3,5.8,1554.0291334241283,0.6,1498.2161065476112,0.3,1555.5560536351431,0.3
Giulio Zeppieri,160.0,23.849,1398.1027270613442,0.2,7.9,1479.9224406917156,0.5,1425.8572400897344,0.4,1450.6043157294869,0.25
Gleb Sakharov,252.0,30.595,1471.9431630806282,0.3333333333333333,8.0,1500.0,0.5,1489.5991067785685,0.5,1452.8665030270724,0.5
Go Soeda,119.0,35.986,1464.3997374069031,0.4,6.6,1500.0,0.5,1500.0,0.5,1459.9044895985924,0.4
Gonzalo Bueno,217.0,21.867,1493.0844543851113,0.5,5.0,1500.0,0.5,1500.0,0.5,1475.0862708856528,0.5
Gonzalo Escobar,2000.0,35.65,1463.1584602055063,0.5,5.0,1500.0,0.5,1484.1477735032202,0.5,1500.0,0.5
Gonzalo Lama,410.0,30.259,1395.8150368123258,0.0,5.666666666666667,1500.0,0.5,1446.6549249676746,0.5,1483.7538279005234,0.5
Gonzalo Villanueva,279.0,27.548,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Govind Nanda,405.0,24.402,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Grega Zemlja,148.0,30.522,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Gregoire Barrere,144.0,30.946,1516.4516718661441,0.3,9.0,1523.945316463591,0.5,1508.5145698632964,0.5,1450.276111772139,0.3
Grigor Dimitrov,137.0,34.938,1632.4125323928458,0.3,5.1,1669.3671389820124,0.7,1622.356787780752,0.5,1734.6558538347292,0.4
Guido Andreozzi,406.0,32.964,1436.572798124026,0.3,7.5,1445.1394539474832,0.5,1417.0499913199383,0.3,1496.6819756322461,0.5
Guido Pella,203.0,33.281,1544.114356293227,0.5,11.5,1541.2907145648746,0.4,1465.6541781844896,0.4,1537.3283999344583,0.4
Guilherme Clezar,234.0,25.262,1441.3531327963265,0.25,9.0,1500.0,0.5,1451.8240269095115,0.5,1459.5410548099167,0.5
Guillermo Garcia-Lopez,165.0,36.227,1425.8408078350826,0.4,7.9,1509.0817310031523,0.5,1471.6111484681032,0.4,1451.4207946007593,0.5
Gunawan Trismuwantara,2000.0,18.689,1480.633485914017,0.5,5.0,1500.0,0.5,1500.0,0.5,1480.6739649942674,0.5
Gustavo Heide,258.0,23.97,1469.4053626203993,0.4,8.8,1500.0,0.5,1424.5839942116718,0.2857142857142857,1465.488161435715,0.3333333333333333
Guy Den Ouden,169.0,23.849,1534.130617562525,0.6666666666666666,8.333333333333334,1500.0,0.5,1500.0,0.5,1525.2986473320614,0.6666666666666666
Hady Habib,334.0,27.493,1473.2535327179564,0.2,7.9,1500.0,0.5,1448.6497558832134,0.0,1488.1323859239437,0.5
Hamad Medjedovic,67.0,22.921,1754.1374871187402,0.7,7.0,1516.4351651283398,0.5,1673.263904782981,0.7,1643.9709126054518,0.3
Hamidreza Nadaf,1588.0,31.318,1530.5304984710244,0.5,5.0,1500.0,0.5,1500.0,0.5,1516.0,0.5
Hamza Karmoussi,2000.0,30.188,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Harold Mayot,160.0,23.209,1412.4069601195358,0.1,6.5,1506.2242001337731,0.5,1445.3622564981467,0.2,1464.5800759713584,0.3
Harri Heliovaara,605.0,30.754,1478.6074679846372,0.5,6.0,1500.0,0.5,1479.5934184067105,0.5,1495.502654584788,0.5
Harry Bourchier,324.0,25.024,1527.3009929601424,0.5,5.0,1500.0,0.5,1500.0,0.5,1524.1968543120604,0.5
Harry Wendelken,224.0,24.49,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Hasan Ibrahim,1507.0,24.553,1489.9381397453726,0.5,5.0,1500.0,0.5,1488.8234320314982,0.5,1500.0,0.5
Henri Laaksonen,125.0,30.47,1412.3940212074301,0.2,9.9,1456.7385402757936,0.5,1529.7685755107495,0.5,1426.1794649811727,0.2
Henri Squire,187.0,23.964,1470.811595254941,0.2,6.2,1426.1249435596526,0.5,1493.3200579843376,0.5,1490.2027711862922,0.5
Henrique Rocha,133.0,21.982,1575.0530458121264,0.5555555555555556,7.555555555555555,1500.0,0.5,1515.2372774552475,0.42857142857142855,1530.5304984710244,0.5
Henry Bernet,481.0,18.735,1458.1859349624704,0.5,5.0,1500.0,0.5,1500.0,0.5,1454.6485708394127,0.5
Henry Searle,421.0,19.255,1452.5386836556352,0.5,5.0,1437.5940727258767,0.5,1500.0,0.5,1500.0,0.5
Hernan Casanova,321.0,28.463,1484.2054025200084,0.5,5.0,1500.0,0.5,1480.0706683778278,0.5,1500.0,0.5
Hernando Jose Escurra Isnardi,2000.0,23.762,1500.0,0.5,5.0,1500.0,0.5,1500.0,0.5,1500.0,0.5
Heve Kelley,2000.0,26.847,1483.734400470788,0.5,5.0,1500.0,0.5,1500.0,0.5,1484.6774410335393,0.5
Hiroki Moriya,253.0,31.964,1486.018177469347,0.5,5.0,1500.0,0.5,1500.0,0.5,1489.2241316459776,0.5
Holger Rune,11.0,22.459,1753.8034497333135,0.6,4.5,1631.1948593705924,0.6,1818.8344340401036,0.7,1807.3364697565628,0.6
Hong Kit Wong,2000.0,25.429,1531.6408396045297,0.6666666666666666,7.0,1500.0,0.5,1500.0,0.5,1531.6408396045297,0.6666666666666666
